filename	ns	tau	n	tp	fp	fn	pr	rc	cov	mi	ru	f	s	pr_micro	rc_micro	f_micro	n_w	tp_w	fp_w	fn_w	pr_w	rc_w	cov_w	mi_w	ru_w	f_w	s_w	pr_micro_w	rc_micro_w	f_micro_w
deepgoplus_predictions.tsv	biological_process	0.01	305.0	8.876582278481013	47.25632911392405	8.509493670886076	0.2054565631044205	0.5429573225892981	0.9651898734177216	47.25632911392405	8.509493670886076	0.29810816593327566	48.016373497572225	0.15813507723531403	0.5105569712413542	0.24147727272727273	305.0	8.535120314513765	55.389810318329886	11.190103527265922	0.18695856202610467	0.5057155587451972	0.9651898734177216	55.389810318329886	11.190103527265922	0.27299375224802636	56.50884447634276	0.13351786587827053	0.4327008090238074	0.20406705446319376
deepgoplus_predictions.tsv	biological_process	0.02	305.0	8.876582278481013	47.25632911392405	8.509493670886076	0.2054565631044205	0.5429573225892981	0.9651898734177216	47.25632911392405	8.509493670886076	0.29810816593327566	48.016373497572225	0.15813507723531403	0.5105569712413542	0.24147727272727273	305.0	8.535120314513765	55.389810318329886	11.190103527265922	0.18695856202610467	0.5057155587451972	0.9651898734177216	55.389810318329886	11.190103527265922	0.27299375224802636	56.50884447634276	0.13351786587827053	0.4327008090238074	0.20406705446319376
deepgoplus_predictions.tsv	biological_process	0.03	305.0	8.876582278481013	47.25632911392405	8.509493670886076	0.2054565631044205	0.5429573225892981	0.9651898734177216	47.25632911392405	8.509493670886076	0.29810816593327566	48.016373497572225	0.15813507723531403	0.5105569712413542	0.24147727272727273	305.0	8.535120314513765	55.389810318329886	11.190103527265922	0.18695856202610467	0.5057155587451972	0.9651898734177216	55.389810318329886	11.190103527265922	0.27299375224802636	56.50884447634276	0.13351786587827053	0.4327008090238074	0.20406705446319376
deepgoplus_predictions.tsv	biological_process	0.04	305.0	8.876582278481013	47.25632911392405	8.509493670886076	0.2054565631044205	0.5429573225892981	0.9651898734177216	47.25632911392405	8.509493670886076	0.29810816593327566	48.016373497572225	0.15813507723531403	0.5105569712413542	0.24147727272727273	305.0	8.535120314513765	55.389810318329886	11.190103527265922	0.18695856202610467	0.5057155587451972	0.9651898734177216	55.389810318329886	11.190103527265922	0.27299375224802636	56.50884447634276	0.13351786587827053	0.4327008090238074	0.20406705446319376
deepgoplus_predictions.tsv	biological_process	0.05	305.0	8.876582278481013	47.25632911392405	8.509493670886076	0.2054565631044205	0.5429573225892981	0.9651898734177216	47.25632911392405	8.509493670886076	0.29810816593327566	48.016373497572225	0.15813507723531403	0.5105569712413542	0.24147727272727273	305.0	8.535120314513765	55.389810318329886	11.190103527265922	0.18695856202610467	0.5057155587451972	0.9651898734177216	55.389810318329886	11.190103527265922	0.27299375224802636	56.50884447634276	0.13351786587827053	0.4327008090238074	0.20406705446319376
deepgoplus_predictions.tsv	biological_process	0.060000000000000005	305.0	8.876582278481013	47.25632911392405	8.509493670886076	0.2054565631044205	0.5429573225892981	0.9651898734177216	47.25632911392405	8.509493670886076	0.29810816593327566	48.016373497572225	0.15813507723531403	0.5105569712413542	0.24147727272727273	305.0	8.535120314513765	55.389810318329886	11.190103527265922	0.18695856202610467	0.5057155587451972	0.9651898734177216	55.389810318329886	11.190103527265922	0.27299375224802636	56.50884447634276	0.13351786587827053	0.4327008090238074	0.20406705446319376
deepgoplus_predictions.tsv	biological_process	0.06999999999999999	305.0	8.876582278481013	47.25632911392405	8.509493670886076	0.2054565631044205	0.5429573225892981	0.9651898734177216	47.25632911392405	8.509493670886076	0.29810816593327566	48.016373497572225	0.15813507723531403	0.5105569712413542	0.24147727272727273	305.0	8.535120314513765	55.389810318329886	11.190103527265922	0.18695856202610467	0.5057155587451972	0.9651898734177216	55.389810318329886	11.190103527265922	0.27299375224802636	56.50884447634276	0.13351786587827053	0.4327008090238074	0.20406705446319376
deepgoplus_predictions.tsv	biological_process	0.08	305.0	8.876582278481013	47.25632911392405	8.509493670886076	0.2054565631044205	0.5429573225892981	0.9651898734177216	47.25632911392405	8.509493670886076	0.29810816593327566	48.016373497572225	0.15813507723531403	0.5105569712413542	0.24147727272727273	305.0	8.535120314513765	55.389810318329886	11.190103527265922	0.18695856202610467	0.5057155587451972	0.9651898734177216	55.389810318329886	11.190103527265922	0.27299375224802636	56.50884447634276	0.13351786587827053	0.4327008090238074	0.20406705446319376
deepgoplus_predictions.tsv	biological_process	0.09	305.0	8.876582278481013	47.25632911392405	8.509493670886076	0.2054565631044205	0.5429573225892981	0.9651898734177216	47.25632911392405	8.509493670886076	0.29810816593327566	48.016373497572225	0.15813507723531403	0.5105569712413542	0.24147727272727273	305.0	8.535120314513765	55.389810318329886	11.190103527265922	0.18695856202610467	0.5057155587451972	0.9651898734177216	55.389810318329886	11.190103527265922	0.27299375224802636	56.50884447634276	0.13351786587827053	0.4327008090238074	0.20406705446319376
deepgoplus_predictions.tsv	biological_process	0.09999999999999999	305.0	8.876582278481013	47.25632911392405	8.509493670886076	0.2054565631044205	0.5429573225892981	0.9651898734177216	47.25632911392405	8.509493670886076	0.29810816593327566	48.016373497572225	0.15813507723531403	0.5105569712413542	0.24147727272727273	305.0	8.535120314513765	55.389810318329886	11.190103527265922	0.18695856202610467	0.5057155587451972	0.9651898734177216	55.389810318329886	11.190103527265922	0.27299375224802636	56.50884447634276	0.13351786587827053	0.4327008090238074	0.20406705446319376
