filename	ns	tau	n	tp	fp	fn	pr	rc	cov	mi	ru	f	s	pr_micro	rc_micro	f_micro	n_w	tp_w	fp_w	fn_w	pr_w	rc_w	cov_w	mi_w	ru_w	f_w	s_w	pr_micro_w	rc_micro_w	f_micro_w
funbind_predictions.tsv	biological_process	0.01	27.0	12.444444444444445	219.77777777777777	3.4444444444444446	0.061762627692029635	0.8134900005910687	1.0	219.77777777777777	3.4444444444444446	0.11480863561930162	219.80476746983703	0.053588516746411484	0.7832167832167832	0.10031347962382445	27.0	13.487228382463881	294.6288024259046	3.995795773453541	0.048455224364204366	0.823545065823035	1.0	294.6288024259046	3.995795773453541	0.09152533866684848	294.65589694215504	0.043773212146992146	0.7714471056140995	0.08284562363943754
funbind_predictions.tsv	biological_process	0.02	27.0	11.555555555555555	144.11111111111111	4.333333333333333	0.08695496406114184	0.7717033018938009	1.0	144.11111111111111	4.333333333333333	0.15629834485413582	144.17624673800046	0.0742326909350464	0.7272727272727273	0.13471502590673576	27.0	12.625302079075526	186.3421437896239	4.857722076841899	0.07134165057281575	0.7893743634492533	1.0	186.3421437896239	4.857722076841899	0.13085679618107243	186.4054506067049	0.06345410940947137	0.7221463498809088	0.11665765454461385
funbind_predictions.tsv	biological_process	0.03	27.0	11.25925925925926	109.51851851851852	4.62962962962963	0.11295598145508158	0.7560077282713981	1.0	109.51851851851852	4.62962962962963	0.19654582574317642	109.61632802187195	0.0932229377491567	0.7086247086247086	0.16476964769647698	27.0	12.461897367174261	140.07298019869145	5.021126788743167	0.09520100019282642	0.7822125764296012	1.0	140.07298019869145	5.021126788743167	0.16974303025071802	140.16294623034878	0.08169867486072567	0.7127998712371693	0.1465951201723084
funbind_predictions.tsv	biological_process	0.04	27.0	10.851851851851851	89.44444444444444	5.037037037037037	0.12870730068896913	0.7248574723243941	1.0	89.44444444444444	5.037037037037037	0.21859957579491465	89.58616178901623	0.10819793205317578	0.682983682983683	0.18680267771756456	27.0	11.717900366402274	112.49508109827858	5.765123789515151	0.10928697792384164	0.7377592720725389	1.0	112.49508109827858	5.765123789515151	0.19037326776535649	112.64270914540677	0.09433716370244427	0.6702444761214925	0.16539492860197955
funbind_predictions.tsv	biological_process	0.05	27.0	10.444444444444445	76.22222222222223	5.444444444444445	0.14549440741613984	0.7096062074796333	1.0	76.22222222222223	5.444444444444445	0.24147739542591215	76.41641928147688	0.12051282051282051	0.6573426573426573	0.20368364030335862	27.0	11.203602545685605	96.86469538503627	6.279421610231818	0.12182387108341848	0.719108097082363	1.0	96.86469538503627	6.279421610231818	0.20835105675690946	97.06801918137052	0.1036714999700261	0.6408274933312128	0.17847048297833654
funbind_predictions.tsv	biological_process	0.060000000000000005	27.0	10.296296296296296	68.0	5.592592592592593	0.15782710843779824	0.7007742986477246	1.0	68.0	5.592592592592593	0.2576310271806479	68.22959102842931	0.1315042573320719	0.648018648018648	0.21863940228077075	27.0	10.91483355485748	85.66669801603521	6.568190601059945	0.13131277983704967	0.7055426375819003	1.0	85.66669801603521	6.568190601059945	0.22141641938624673	85.91812542614291	0.11301160146591571	0.624310385750006	0.1913799336754357
funbind_predictions.tsv	biological_process	0.06999999999999999	27.0	10.148148148148149	59.51851851851852	5.7407407407407405	0.17232025169692347	0.6917795896530156	1.0	59.51851851851852	5.7407407407407405	0.2759117113632843	59.794733471198214	0.14566719829877725	0.6386946386946387	0.23722943722943723	27.0	10.690559054973603	75.6397563809424	6.792465100943822	0.14203756208784282	0.695097527355464	1.0	75.6397563809424	6.792465100943822	0.23587580891995094	75.94412635296989	0.1238331981180971	0.6114822561378891	0.20595732874033432
funbind_predictions.tsv	biological_process	0.08	27.0	9.88888888888889	53.03703703703704	6.0	0.1839389272874316	0.6823246062142923	1.0	53.03703703703704	6.0	0.2897641451476991	53.37534353676835	0.15715126545026487	0.6223776223776224	0.2509398496240602	27.0	10.417904970654874	66.6957880368798	7.065119185262554	0.15476898358791047	0.6893039698996484	1.0	66.6957880368798	7.065119185262554	0.25278117102007736	67.06894997659023	0.1350979905687691	0.5958868944952385	0.22025933421461022
funbind_predictions.tsv	biological_process	0.09	27.0	9.814814814814815	48.2962962962963	6.074074074074074	0.19553105355941064	0.678952128045066	1.0	48.2962962962963	6.074074074074074	0.3036221340917691	48.6767563812235	0.16889738687061823	0.6177156177156177	0.2652652652652653	27.0	10.157987503925094	60.16158144456598	7.325036651992332	0.16909626256493476	0.6791035999154813	1.0	60.16158144456598	7.325036651992332	0.27077080702250644	60.60587466462452	0.1444546326978454	0.5810200462651052	0.2313824032929403
funbind_predictions.tsv	biological_process	0.09999999999999999	27.0	9.703703703703704	44.333333333333336	6.185185185185185	0.20853649764592117	0.6751602409198455	1.0	44.333333333333336	6.185185185185185	0.31865128804189335	44.7627184185621	0.17957505140507196	0.6107226107226107	0.2775423728813559	27.0	9.866033202159292	54.63077322996346	7.616990953758135	0.1793557145928687	0.667694987827994	1.0	54.63077322996346	7.616990953758135	0.28275736347235947	55.159223479789176	0.15296932899371427	0.564320744178573	0.2406941593167581
