filename	ns	tau	n	tp	fp	fn	pr	rc	cov	mi	ru	f	s	pr_micro	rc_micro	f_micro	n_w	tp_w	fp_w	fn_w	pr_w	rc_w	cov_w	mi_w	ru_w	f_w	s_w	pr_micro_w	rc_micro_w	f_micro_w	cov_max
blast_predictions.tsv	biological_process	0.53	80.0	5.5	66.86428571428571	12.15	0.18852765735540872	0.3252898432344811	0.5714285714285714	66.86428571428571	12.15	0.23870783706704893	67.9592172121018	0.07600434310532031	0.311614730878187	0.1222028249484209	80.0	6.031701596989066	86.24509108620055	15.835112074596983	0.1773554750209131	0.29557406138185405	0.5714285714285714	86.24509108620055	15.835112074596983	0.22168916942245998	87.68675219713681	0.06536531474059222	0.27583815765653674	0.10568619285151411	0.9785714285714285
blast_predictions.tsv	cellular_component	0.49	92.0	5.583941605839416	15.233576642335766	4.321167883211679	0.38539337522510136	0.5328029374475782	0.6715328467153284	15.233576642335766	4.321167883211679	0.4472654040508444	15.83459343313929	0.2682328190743338	0.5637435519528371	0.36350677120456165	92.0	4.4850904278616	25.439970091628034	5.046137099193908	0.28295766244867865	0.469426838833964	0.6715328467153284	25.439970091628034	5.046137099193908	0.3530852131607974	25.935604444215098	0.1498774054254809	0.47056797407575723	0.22734477316116014	0.948905109489051
blast_predictions.tsv	molecular_function	0.53	27.0	2.3703703703703702	4.351851851851852	3.7222222222222223	0.49763045708094017	0.3992283950617284	0.5	4.351851851851852	3.7222222222222223	0.44303115978534097	5.726565533727117	0.3526170798898071	0.3890577507598784	0.3699421965317919	27.0	4.620251310268553	8.643909215600507	6.610832785389241	0.46760142121801274	0.39062779571296197	0.5	8.643909215600507	6.610832785389241	0.4256627689647422	10.882108097419389	0.34832594955841256	0.4113807065210074	0.3772365927881524	0.9259259259259259
deepgoplus_predictions.tsv	biological_process	0.19	132.0	5.985714285714286	27.257142857142856	11.664285714285715	0.29858907026572346	0.3857291784761854	0.9428571428571428	27.257142857142856	11.664285714285715	0.3366109759232905	29.64805892396977	0.18006016330038677	0.3391339538648321	0.23522807017543865	132.0	6.161703514119758	30.44175853744783	15.705110157466288	0.2889023256814994	0.31603008733020266	0.9428571428571428	30.44175853744783	15.705110157466288	0.3018579439659046	34.254213578922354	0.168336631803818	0.28178332731331296	0.21076362093089243	0.9928571428571429
deepgoplus_predictions.tsv	cellular_component	0.3	126.0	5.394160583941606	5.2846715328467155	4.510948905109489	0.5955117480835314	0.5558594965029848	0.9197080291970803	5.2846715328467155	4.510948905109489	0.5750028272943385	6.948123000824679	0.5051264524948735	0.5445836403831983	0.524113475177305	126.0	3.6272155198995546	6.285107945948189	5.904012007155953	0.49076417948356627	0.42445064009242023	0.9197080291970803	6.285107945948189	5.904012007155953	0.4552049762759254	8.623220956977894	0.3659298985143984	0.38056121413566907	0.37310216855176925	0.9635036496350365
deepgoplus_predictions.tsv	molecular_function	0.15000000000000002	44.0	3.425925925925926	3.7777777777777777	2.6666666666666665	0.5804734900584703	0.5396504729838063	0.8148148148148148	3.7777777777777777	2.6666666666666665	0.559318082284061	4.624144899263292	0.4755784061696658	0.5623100303951368	0.5153203342618384	44.0	5.714674671091679	6.342262380531548	5.516409424566115	0.5915078284142331	0.5047095638007602	0.8148148148148148	6.342262380531548	5.516409424566115	0.5446723618578241	8.405656728831339	0.4739739990864688	0.5088266299511647	0.49078233268084204	0.9074074074074074
funbind_predictions.tsv	biological_process	0.5800000000000001	127.0	4.892857142857143	8.935714285714285	12.757142857142858	0.42609963608972184	0.3253832103913829	0.9071428571428571	8.935714285714285	12.757142857142858	0.3689922349836624	15.57535500954856	0.3538223140495868	0.2772157021448806	0.31086907193101887	127.0	4.95265975515368	9.627227024753866	16.91415391643237	0.4207686669648828	0.2852491740158886	0.9071428571428571	9.627227024753866	16.91415391643237	0.3400024977747502	19.462068309789576	0.3396912355985446	0.2264920637060723	0.27177548001883495	0.9928571428571429
funbind_predictions.tsv	cellular_component	0.61	132.0	6.029197080291971	3.5255474452554743	3.875912408759124	0.7183529206986048	0.6234894309173986	0.9635036496350365	3.5255474452554743	3.875912408759124	0.6675679198600764	5.2394829696374	0.6310160427807487	0.608695652173913	0.6196549137284322	132.0	4.728587394561439	4.15363196467771	4.802640132494068	0.645080934825478	0.49908963997767186	0.9635036496350365	4.15363196467771	4.802640132494068	0.562771353517632	6.3496465051398765	0.5323655275010558	0.4961152570472995	0.5136015460615343	0.9635036496350365
funbind_predictions.tsv	molecular_function	0.81	45.0	2.888888888888889	1.2592592592592593	3.2037037037037037	0.6711872695206029	0.44285313451980113	0.8333333333333334	1.2592592592592593	3.2037037037037037	0.533620477460179	3.4423031974471696	0.6964285714285715	0.47416413373860183	0.5641952983725136	45.0	5.0158081973771615	1.5578668016713462	6.215275898280633	0.6808280957868195	0.41418875593918236	0.8333333333333334	1.5578668016713462	6.215275898280633	0.5150447530700575	6.407542700871985	0.7630143257923709	0.44660053781597026	0.5634233151594236	0.9259259259259259
goa_nonexp_predictions.tsv	biological_process	0.01	105.0	4.507142857142857	16.964285714285715	13.142857142857142	0.2930544906684596	0.2925899164683731	0.75	16.964285714285715	13.142857142857142	0.29282201930200424	21.45976895666562	0.20991350632069194	0.25536220153783895	0.23041811210516705	105.0	4.705777109657041	19.28179938986507	17.16103656192901	0.2925250374200988	0.25655105736123784	0.75	19.28179938986507	17.16103656192901	0.27335958847251896	25.812573749838766	0.1961755957193421	0.21520177472275137	0.205248705395369	0.75
