filename	ns	tau	n	tp	fp	fn	pr	rc	cov	mi	ru	f	s	pr_micro	rc_micro	f_micro	n_w	tp_w	fp_w	fn_w	pr_w	rc_w	cov_w	mi_w	ru_w	f_w	s_w	pr_micro_w	rc_micro_w	f_micro_w	cov_max
blast_predictions.tsv	biological_process	0.78	2705.0	1.7750292495403643	35.43807454454287	8.061507604880495	0.0904175693297874	0.13516162696509865	0.452114323917767	35.43807454454287	8.061507604880495	0.10835206417588182	36.34343176267375	0.0476990379346586	0.1804526609121185	0.0754534668097109	2704.0	1.7989405195956032	45.313965830960264	9.70028515688307	0.0806038882769478	0.13259041354228193	0.45240087000167306	45.313965830960264	9.70028515688307	0.10025880418528545	46.34059809124479	0.03818360315557943	0.15644014390249622	0.061384578836540235	0.9993307679437845
blast_predictions.tsv	cellular_component	0.77	1087.0	0.8153430994602929	5.235929067077872	3.153045489591365	0.19064778712945135	0.16391599300262374	0.4190439475713184	5.235929067077872	3.153045489591365	0.17627418869144576	6.112008594145086	0.13473912212524686	0.20545949096561103	0.162748643761302	1087.0	0.9342404361977135	8.925773315511469	6.65676983832412	0.16667167094689436	0.1541083467125142	0.4190439475713184	8.925773315511469	6.65676983832412	0.1601439880255254	11.13472109935037	0.09475041919041621	0.12307194990018142	0.10706998452279205	0.9957594448727833
blast_predictions.tsv	molecular_function	0.6	1113.0	0.9630888780961632	6.2428363283147155	2.4458474987858185	0.20036161563497773	0.2421092100023192	0.5405536668285575	6.2428363283147155	2.4458474987858185	0.21926594778900518	6.704862072365307	0.13365235559749278	0.2825188773329534	0.18146046852122988	1113.0	1.8435362096781476	14.83912825160074	5.948911610344306	0.19378765474888415	0.24190556082754464	0.5405536668285575	14.83912825160074	5.948911610344306	0.21518953992185852	15.987159741966192	0.11050610134592508	0.23657985940454276	0.15064578159966885	0.996600291403594
deepgoplus_predictions.tsv	biological_process	0.24000000000000002	5150.0	2.216948019388267	16.870967741935484	7.619588835032593	0.15542910099284762	0.20413746291677903	0.8607721878656193	16.870967741935484	7.619588835032593	0.17648416468495925	18.511825587023583	0.11614405926289154	0.2253789166043635	0.15329230591430473	5149.0	2.3703006280727554	19.30576559487029	9.128925048405916	0.1626165226321984	0.20838115051949194	0.861468964363393	19.30576559487029	9.128925048405916	0.18267617579219372	21.355323873533045	0.10935105123289895	0.20612697713387224	0.14289554016638945	0.9943115275221683
deepgoplus_predictions.tsv	cellular_component	0.15000000000000002	2520.0	1.5420200462606013	7.531611410948343	2.426368542791056	0.18096916383771158	0.33328905408941767	0.9714726291441789	7.531611410948343	2.426368542791056	0.23457103584242744	7.9128019532257525	0.1699451926753622	0.38857586943850786	0.23646951021252696	2520.0	1.5676739435390958	10.113030233069951	6.0233363309827395	0.15174325669066782	0.31267522550202953	0.9714726291441789	10.113030233069951	6.0233363309827395	0.20432587773059552	11.770894658059067	0.1342105681161251	0.20651716791910746	0.16269169486860088	0.992289899768697
deepgoplus_predictions.tsv	molecular_function	0.13	1672.0	1.2292374939290918	5.89800874210782	2.1796988829528896	0.20864111432240467	0.2919750886953698	0.8120446818844099	5.89800874210782	2.1796988829528896	0.24337209819643807	6.2878926789765055	0.1724701873935264	0.36059267701951847	0.23333640637964415	1672.0	2.08826054251915	11.106902518285281	5.704187277503304	0.20950192158144004	0.28683035229711046	0.8120446818844099	11.106902518285281	5.704187277503304	0.2421422629020094	12.48603363953191	0.15825954805531908	0.2679851813897847	0.19899935770458455	0.879553181155901
funbind_predictions.tsv	biological_process	0.55	4844.0	2.249707504596356	8.020725388601036	7.5868293498245025	0.23517279650913314	0.1901281590753814	0.8096272772856427	8.020725388601036	7.5868293498245025	0.21026508536026806	11.04047169928476	0.2190469990886603	0.2287093046965269	0.22377389858686617	4843.0	2.317144605633264	8.879402924527463	9.18208107084541	0.23483977984225085	0.19562786874523022	0.8102727120629079	8.879402924527463	9.18208107084541	0.21344788988388883	12.773191029953496	0.20695170537091456	0.20150440306367018	0.2041917307276765	0.9949807595783838
funbind_predictions.tsv	cellular_component	0.21000000000000002	2287.0	1.3982266769468004	7.189282960678489	2.5701619121048576	0.20505071265730526	0.3167274698827986	0.8816499614494988	7.189282960678489	2.5701619121048576	0.24893794179530054	7.6348884564960455	0.1628209732447477	0.352341169613367	0.22272029474976973	2287.0	1.648583096682093	11.893648432819212	5.942427177839742	0.18614438770164454	0.3034763009181602	0.8816499614494988	11.893648432819212	5.942427177839742	0.2307517289582357	13.295537364372729	0.12173644299986373	0.2171757166783625	0.15601800348191272	0.9907478797224364
funbind_predictions.tsv	molecular_function	0.36000000000000004	1538.0	1.0621661000485674	3.513841670713939	2.346770276833414	0.25405308924240005	0.2571631100171511	0.7469645458960661	3.513841670713939	2.346770276833414	0.25559863961145707	4.22544838083185	0.23211632349819575	0.311582846559339	0.26604221154431	1538.0	1.7610572936717424	7.489643055979796	6.0313905263507115	0.24337269185232938	0.2477737787580281	0.7469645458960661	7.489643055979796	6.0313905263507115	0.24555351657857624	9.616258356935898	0.19037015870242507	0.22599539122312248	0.20665868490251219	0.9893152015541525
goa_nonexp_predictions.tsv	biological_process	0.01	4765.0	2.2923282634130033	26.78288484038108	7.544208591007855	0.14629605603300871	0.21187145737488638	0.7964231990640147	26.78288484038108	7.544208591007855	0.17308079286695213	27.825132589760493	0.07884132285564822	0.23304220757153538	0.11782190551052578	4759.0	2.313326185927312	33.16845218646508	9.18589949055136	0.13746598230451196	0.20413966084340449	0.7962188388823824	33.16845218646508	9.18589949055136	0.16429622617795842	34.41695759209887	0.0651975828733337	0.20117234420915425	0.09847921442976912	0.7962188388823824
