filename	ns	tau	n	tp	fp	fn	pr	rc	cov	mi	ru	f	s	pr_micro	rc_micro	f_micro	n_w	tp_w	fp_w	fn_w	pr_w	rc_w	cov_w	mi_w	ru_w	f_w	s_w	pr_micro_w	rc_micro_w	f_micro_w	cov_max
blast_predictions.tsv	biological_process	0.74	705.0	1.488061797752809	39.05126404494382	6.783005617977528	0.07672370054110063	0.1245401791551865	0.49508426966292135	39.05126404494382	6.783005617977528	0.09495179587372153	39.63597341710478	0.03670662416851442	0.17991169977924942	0.06097315339682906	705.0	1.4904978592652725	51.31631180721293	8.335660597814414	0.065873119306395	0.12416779559464622	0.49508426966292135	51.31631180721293	8.335660597814414	0.08607956889154487	51.98891319403644	0.028225485854553367	0.15168673147046371	0.04759467430395199	0.9859550561797753
blast_predictions.tsv	cellular_component	0.68	290.0	1.1224489795918366	8.82857142857143	3.630612244897959	0.17967321389299998	0.21906064883160306	0.5918367346938775	8.82857142857143	3.630612244897959	0.19742156105885905	9.545942527702058	0.1127973748974569	0.23615285530270502	0.15267175572519082	290.0	1.6751955492701378	14.322757758549008	7.38863482734459	0.18220781563374935	0.21888998031905546	0.5918367346938775	14.322757758549008	7.38863482734459	0.19887152500205896	16.116243806232433	0.10471311654918825	0.18482203215014387	0.13368526122189928	0.9897959183673469
blast_predictions.tsv	molecular_function	0.5700000000000001	368.0	0.6455089820359281	5.312574850299401	2.0826347305389223	0.1599897736487431	0.19320143263257034	0.4407185628742515	5.312574850299401	2.0826347305389223	0.17503410575221454	5.706208808033635	0.10834170854271355	0.2366110623353819	0.1486281538673652	368.0	1.1997816902891836	12.389097056291481	4.581244072169792	0.14096732390719127	0.18928730060768414	0.4407185628742515	12.389097056291481	4.581244072169792	0.161592433447238	13.208994023732508	0.08829144130755318	0.20753785566574834	0.12388101239520967	0.7868263473053893
deepgoplus_predictions.tsv	biological_process	0.21000000000000002	1278.0	1.7928370786516854	21.06741573033708	6.478230337078652	0.11798709243405595	0.1826352817348611	0.8974719101123596	21.06741573033708	6.478230337078652	0.14335996066389214	22.040949930869594	0.07842595152520505	0.21676006113092205	0.11517899438316302	1278.0	1.8094721963173108	25.803474847195627	8.016686260762375	0.11072073443874138	0.17758583818166432	0.8974719101123596	25.803474847195627	8.016686260762375	0.13639948788320957	27.020114226134456	0.06552984704841228	0.18414848531305716	0.09666214895484983	0.9789325842696629
deepgoplus_predictions.tsv	cellular_component	0.15000000000000002	480.0	1.5408163265306123	8.004081632653062	3.2122448979591836	0.17613540484077236	0.29430947873875635	0.9795918367346939	8.004081632653062	3.2122448979591836	0.22037998922083832	8.624606661560799	0.1614282659824674	0.3241734650064405	0.21552954610334	480.0	2.2221406945675555	10.555964389947599	6.841689682047173	0.17303904200054976	0.29190639573532956	0.9795918367346939	10.555964389947599	6.841689682047173	0.2172779813383978	12.579232961801468	0.17390220849415336	0.24516574143982472	0.20347470566627196	0.9918367346938776
deepgoplus_predictions.tsv	molecular_function	0.11	571.0	0.807185628742515	6.405988023952096	1.9209580838323352	0.1487733036207648	0.2483251242832081	0.6838323353293413	6.405988023952096	1.9209580838323352	0.18607048789719097	6.687807004008	0.11190436659472024	0.29587357330992103	0.16239007348512227	571.0	1.2772702229824315	12.081874287804578	4.503755539476544	0.13427434376102954	0.24777806591537133	0.6838323353293413	12.081874287804578	4.503755539476544	0.17416582833409458	12.89401024761804	0.09561018087281589	0.2209417974361597	0.13346487567749513	0.7005988023952096
funbind_predictions.tsv	biological_process	0.37	1297.0	1.5976123595505618	17.280898876404493	6.673455056179775	0.11986631057188255	0.15867460531926658	0.910814606741573	17.280898876404493	6.673455056179775	0.13656693459357194	18.524698873756883	0.08462597180374214	0.19315673289183222	0.11768966141589714	1297.0	1.5813900738133033	19.92911348238614	8.244768383266383	0.1099714815150652	0.1516975602535678	0.910814606741573	19.92911348238614	8.244768383266383	0.12750767404923855	21.56723834633294	0.07351711082363473	0.1609367567926733	0.10092906979966011	0.9866573033707865
funbind_predictions.tsv	cellular_component	0.2	425.0	1.5979591836734695	7.687755102040816	3.1551020408163266	0.22837588478993065	0.33103952590958097	0.8673469387755102	7.687755102040816	3.1551020408163266	0.2702873148793136	8.310008868642557	0.1720879120879121	0.33619579218548734	0.22764936764064544	425.0	2.3996349978613	11.529487828821702	6.664195378753428	0.2209068919665442	0.3200437823028787	0.8673469387755102	11.529487828821702	6.664195378753428	0.2613912158894318	13.316928686493231	0.1722746670927831	0.26474844498993655	0.2087278634148776	0.9938775510204082
funbind_predictions.tsv	molecular_function	0.26	541.0	0.8	3.875449101796407	1.9281437125748504	0.2231353528395536	0.26777303373111755	0.6479041916167665	3.875449101796407	1.9281437125748504	0.24342476925237475	4.328607618733362	0.1711065573770492	0.2932396839332748	0.21611129084438696	541.0	1.273029421523393	8.370644233746917	4.507996340935582	0.19864366058231914	0.2650509564293998	0.6479041916167665	8.370644233746917	4.507996340935582	0.2270921002503254	9.50735062453516	0.13200668822173142	0.22020822494690048	0.16506375742533583	0.7856287425149701
goa_nonexp_predictions.tsv	biological_process	0.01	1094.0	2.056179775280899	27.645365168539325	6.214887640449438	0.13131532606085491	0.19233216007270418	0.7682584269662921	27.645365168539325	6.214887640449438	0.15607203141700454	28.335332072966757	0.06922804113961462	0.2485990830361691	0.10829804153644146	1094.0	2.112558374495386	35.23748933943937	7.7136000825843	0.12344219569338455	0.1903680490392553	0.7682584269662921	35.23748933943937	7.7136000825843	0.14976853278510807	36.07187659633399	0.05656106226893042	0.21499331439880262	0.08956033331028489	0.7682584269662921
